Item No.,Item Description,CPT,Price
 3102875,MM SCREENING,77057,$180.00
 3102881,MM STEREOTACTIC LOCALIZE LT,77031,"$1,437.00"
 3102882,MM STEREOTACTIC LOCALIZE RT,77031,"$1,437.00"
 3102886,MM BREAST SURGICAL SPECIMN,76098,$571.00
 3102893,MM CAD DIAGNOSTIC,77051,$48.00
 3102894,MM CAD SCREENING,77052,$179.00
 3108101,BONE DENSITY,77080,$474.00
 3152169,MM LOC BREAST NODL/CALC,77032,$98.00
 3200407,CYTO FWB SMEAR & INTERP,88104,$156.00
 3200410,CYTOSPIN & INTERP,88108,$108.00
 3200416,PAPDX TCSC NORSC TH,88142,$105.00
 3200420,PAPDX TCSC NORSC NOTBETH,88150,$63.00
 3200421,PAPDX TCSC TCRSC NOTBETH,88153,$25.00
 3200423,CYTO SMEAR PSI,88161,$128.00
 3200424,CYTO PATH EXTENDED,88162,$250.00
 3200427,PAPDX TCSC NRSC BETH,88164,$13.00
 3200429,FNA SAMPLE ADEQUACY,88172,$213.00
 3200430,FNA INTERP & REPORT,88173,$255.00
 3200434,CELL MARKER CD7,88185,$105.00
 3200435,CELL MARKER CD71,88185,$51.00
 3200438,CELL MARKER CD10,88185,$63.00
 3200439,CELL MARKER CD117,88185,$105.00
 3200440,CELL MARKER CD13,88185,$105.00
 3200441,CELL MARKER CD14,88185,$63.00
 3200442,CD 11 C ADHERENCE,88185,$63.00
 3200443,CELL MARKER CD16,88185,$50.00
 3200444,CELL MARKER CD19,88185,$63.00
 3200445,CELL MARKER CD20,88185,$105.00
 3200448,CELL MARKER CD25,88185,$105.00
 3200449,CELL MARKER CD3,88185,$105.00
 3200450,CELL MARKER CD33,88185,$105.00
 3200451,CELL MARKER CD34,88185,$105.00
 3200452,CELL MARKER CD38,88185,$105.00
 3200453,CELL MARKER CD45,88185,$63.00
 3200454,CELL MARKER CD5,88185,$63.00
 3200455,CELL MARKER CD55,88185,$163.00
 3200456,CELL MARKER CD56,88185,$63.00
 3200460,CELL MARKER CD59,88185,$51.00
 3200461,CELL MARKER HLADR,88185,$51.00
 3200462,CELL MARKER KAPPA,88185,$51.00
 3200463,CELL MARKER LAMDA,88185,$51.00
 3200466,CELL MARKER MY 4,88185,$51.00
 3200473,T CELL MARKER CD2,88185,$51.00
 3200474,DNA CELL CYCLE,88185,$51.00
 3200475,TISS CULT CHROM BLD,88230,$510.00
 3200477,TISS CULT CHROM BX,88233,$612.00
 3200478,TISS CULT CHROM AM FL,88235,$721.00
 3200480,TISS CULT NEOPLAS TUMOR,88239,$908.00
 3200487,CHROM & KARY 15-20 2 KAR,88262,$910.00
 3200495,CHROM & KARY IN SITU AMN,88269,$847.00
 3200496,CYTOGEN DNA PROBE,88271,$220.00
 3200497,CYTOGEN IN SITU 10-30,88273,$408.00
 3200498,CYTOGEN IP 100-300,88275,$400.00
 3200514,CHROM ANAL ADDTL HR,88289,$807.00
 3200518,SURG PATH LEVEL 1,88300,$101.00
 3200519,SURG PATH LEVEL 2,88302,$159.00
 3200523,SURG PATH LEVEL 3,88304,$209.00
 3200524,SURG PATH LEVEL 4,88305,$267.00
 3200525,SURG PATH LEVEL 5,88307,$431.00
 3200526,SURG PATH LEVEL 6,88309,$560.00
 3200527,PATH DECALCIFICATION,88311,$87.00
 3200528,PATH ACID FAST STAIN,88312,$148.00
 3200529,PATH GIEMSA STAIN,88312,$148.00
 3200531,PATH SILVER STAIN,88312,$148.00
 3200532,PATH STAIN GROUP 1,88312,$148.00
 3200533,PATH ALCIAN BLUE STAIN,88313,$141.00
 3200534,PATH ARGENTAFIN STAIN,88313,$141.00
 3200535,PATH CONGO RED STAIN,88313,$141.00
 3200536,PATH ELASTIC STAIN,88313,$141.00
 3200538,PATH FONTANA MASSON,88313,$141.00
 3200539,PATH H&E STAIN,88313,$141.00
 3200541,PATH MUCICARMINE STAIN,88313,$141.00
 3200542,PATH OIL RED O FAT STAIN,88313,$141.00
 3200543,PATH PAS DIASTASE STAIN,88313,$141.00
 3200544,PATH RETICULIN STAIN,88313,$141.00
 3200545,PATH STAIN GROUP 2,88313,$141.00
 3200547,PATH TOLUIDINE BLUE STAI,88313,$141.00
 3200551,HISTOCHEM TO ID CHEMICAL,88318,$113.00
 3200552,PATH ESTERASE STAIN,88319,$224.00
 3200555,PATH PAS STAIN ENZ CONST,88319,$224.00
 3200556,PATH CONSULT REF SLIDES,88321,$238.00
 3200558,PATH CONS EXTENDED REF,88325,$371.00
 3200562,PATH CONSULT FS EA ADDTL,88332,$125.00
 3200598,CERB B2 HER2NEU PEROX AB,88342,$388.00
 3200600,ESTROGEN RECP PEROX AB,88342,$263.00
 3200602,IMMUNOHISTOCHEM EA AB,88342,$250.00
 3200605,PROGESTER RECEP PEROX AB,88342,$263.00
 3200610,IMMUNOFLUOR DIR EA AB,88346,$199.00
 3200611,IMMUNOFLUOR IND EA AB,88347,$189.00
 3200612,NEUTROPHIL AB IGG DNASE,88347,$189.00
 3200613,NEUTROPHIL AB IGG IFA,88347,$189.00
 3200621,TISSUE IN SITU ADD ON,88364,$382.00
 3200633,CYTO ENHANCE & INTERP,88112,$188.00
 3200642,BONE MARROW ASPIRATION,38220,$375.00
 3200648,CD4 HELPER INDUCER FC,88185,$51.00
 3200650,CHROM ADDTL KARYOTYPE,88280,$189.00
 3200654,CHROM ANAL ADDTL CELLS,88285,$150.00
 3200655,PATH GRAM STAIN,88312,$148.00
 3200657,PATH TRICHROME STAIN,88313,$141.00
 3200658,PATH CONSULT FS 1 SPEC,88331,$247.00
 3200659,CD45RO (UCHL1) PEROX AB,88342,$250.00
 3200664,CD8 ABSOLUTE FC,88185,$51.00
 3200666,CELL MARKER FC EACH,88182,$254.00
 3200668,CYTOGEN INT IS HYB 25-99,88274,$363.00
 3200671,TELOMERIC DNA PROBE EACH,88271,$220.00
 3200672,FC FIRST CELL MARKER,88184,$169.00
 3200673,FC EACH ADDL MARKER,88185,$63.00
 3200675,FC INTERP 2-8 MARKERS,88187,$63.00
 3200676,FC INTERP 9-15 MARKERS,88188,$163.00
 3200677,FC INTERP =>16 MARKERS,88189,$209.00
 3408327,MRA ABDOMEN W/CONTRAST,74185,"$2,499.00"
 3408328,MRA ABDOMEN W/O CONTRAST,74185,"$2,374.00"
 3408339,MRA CHEST W/CONT,71555,"$2,499.00"
 3408340,MRA CHEST W/O CONT,71555,"$2,374.00"
 3408341,MRA CHEST W/WO CONT,71555,"$2,499.00"
 3408342,MRA LOW EXT W/CONT LT,73725,"$1,999.00"
 3408343,MRA LOW EXT W/CONT RT,73725,"$1,999.00"
 3408344,MRA LOW EXT W/O CONT LT,73725,"$1,874.00"
 3408345,MRA LOW EXT W/O CONT RT,73725,"$1,874.00"
 3408346,MRA LOW EXT W/WO CONT LT,73725,"$1,999.00"
 3408347,MRA LOW EXT W/WO CONT RT,73725,"$1,999.00"
 3408354,MRI TEMPOROMANDIBULAR JT,70336,"$2,617.00"
 3408357,MRI ORBITS W/O CONT,70540,"$2,634.00"
 3408358,MRI NECK W/O CONT,70540,"$2,634.00"
 3408361,MRI NECK W/CONT,70542,"$3,332.00"
 3408366,MRA HEAD WITHOUT CONTR,70544,"$2,354.00"
 3408367,MRA HEAD W/CONTRAST,70545,"$2,764.00"
 3408369,MRA BRAIN W/W/O CONTRAST,70546,"$3,218.00"
 3408370,MRI NECK W/W/O CONTRAST,70543,"$3,332.00"
 3408371,MRA NECK WITHOUT CONTRST,70547,"$2,343.00"
 3408372,MRA NECK WITH CONTRAST,70548,"$2,524.00"
 3408373,MRA NECK W/WO CONTRAST,70549,"$3,297.00"
 3408374,MRI BRAIN W/O CONTRAST,70551,"$2,704.00"
 3408375,MRI IAC W/O CONTRAST,70551,"$2,704.00"
 3408376,MRI PITUITARY W/O CONT,70551,"$2,704.00"
 3408377,MRI BRAIN W/CONTRAST,70552,"$3,079.00"
 3408378,MRI IAC W/CONTRAST,70552,"$3,079.00"
 3408379,MRI PITUITARY W/CONT,70552,"$3,079.00"
 3408382,MRI PITUITARY W/WO CONT,70553,"$3,785.00"
 3408383,MRI CHEST W/O CONTRAST,71550,"$2,347.00"
 3408385,MRI CHEST W/CONTRAST,71551,"$4,034.00"
 3408387,MRI C-SPINE W/O CONTRAST,72141,"$2,677.00"
 3408388,MRI C-SPINE W/CONTRAST,72142,"$2,700.00"
 3408389,MRI T-SPINE W/O CONT,72146,"$2,685.00"
 3408392,CT LUMBAR SPINE W/ CONTRAST,72132,"$3,096.00"
 3408395,MRI LUMBAR SPINE W/WO CONT,72158,"$3,747.00"
 3408397,MRI PELVIS W/ CONT,72196,"$2,960.00"
 3408398,MRI PELVIS W/O CONTRAST,72195,"$2,464.00"
 3408399,MRI PELVIS W/WO CONT,72197,"$3,730.00"
 3408403,MRI UP EX NON-JT LT W/WO CONT,73220,"$3,284.00"
 3408405,MRI UP EX JNT LT W/O CONT,73221,"$2,455.00"
 3408406,MRI UP EX JNT RT W/O CONT,73221,"$2,455.00"
 3408414,MRI LOW EX NON-JT W/CONT,73719,"$2,715.00"
 3408416,MRI LOW EX JNT LT W/O CONT,73721,"$2,499.00"
 3408417,MRI LOW EX JNT RT W/O CONT,73721,"$2,499.00"
 3408418,MRI KNEE W/O CONT LT,73721,"$2,493.00"
 3408419,MRI KNEE W/O CONT RT,73721,"$2,493.00"
 3408436,MRI ABDOMEN W/O CONTRAST,74181,"$2,724.00"
 3408437,MRI ABDOMEN W/CONTRAST,74182,"$3,032.00"
 3408449,MRI UP EX NON-JT W/CONTRAST,73219,"$2,499.00"
 3408451,MRI UP EX JNT LT W/CONT,73222,"$2,455.00"
 3408452,MRI UP EX JNT RT W/CONT,73222,"$2,455.00"
 3409012,MRI BRAIN W/W/O CONTRAST,70553,"$3,785.00"
 3409015,MRI CHEST W/W/O CONTRAST,71552,"$3,702.00"
 3409019,MRI T-SPINE W/CONT,72147,"$3,155.00"
 3409099,MRS MAG RESONANCE SPECTROSCOPY,76390,$0.00
 3409120,MRI LUMBAR SPINE W/O CON,72148,"$2,681.00"
 3409121,MRI LUMBAR SPINE W CONTR,72149,"$3,096.00"
 3409122,MRI C-SPINE W/WO CNTRST,72156,"$3,829.00"
 3409123,MRI T-SPINE W/WO CNTRST,72157,"$3,878.00"
 3409128,MRI UP EX NON-JT W/O LT,73218,"$2,499.00"
 3409129,MRI UP EX NON-JT W/O RT,73218RT,"$2,499.00"
 3409131,MRI UP EX JNT W/WO CONTRAST,73223,"$2,455.00"
 3409133,MRI LOW EX NON-JT W/O CT,73718,"$2,514.00"
 3409134,MRI LOW EX JNT LT W/CONTRAST,73722LT,"$2,493.00"
 3409135,MRI LOW EX JNT RT W/CONTRAST,73722RT,"$2,493.00"
 3409137,MRI ABDOMEN W/W/O CONTR,74183,"$3,836.00"
 3409151,MRI LOW EXT JNT W/WO CONTRAST,73723,"$2,455.00"
 3409153,MRI LOW EX NON-JNT W W/O CONT,73720,"$2,499.00"
 3409155,MRI BREAST UNILATERAL W/WO CONTRAST,77058,"$2,455.00"
 3409157,MRI BREAST BILATERAL W/WO CONTRAST,77059,"$2,455.00"
 3409159,MRA UP EXT W/WO CONTRAST,73225,"$1,999.00"
 3409161,MRA SPINAL CANAL W/ W/O CONTRAST,72159,"$1,999.00"
 3409163,CARDIAC MRI MORPH/FUNC W/O CONTRA,75557,$0.00
 3409165,CARDIAC MRI MORPH/FUNC W/O CONT STRS IMA,75559,$0.00
 3409167,CARDIAC MRI MORPH/FUNC W/ W/O CONTRAST,75561,$0.00
 3409169,CARDIAC MRI MORPH/FUNC W/ W/O CON STRES,75563,$0.00
 3409171,CARDIAC MRI MORPH/FUNC W/ W/O CON STRES,75563,$0.00
 3409173,MRI BONE MARROW BLOOD SUPPLY,77084,$0.00
 3409216,MRA PELVIS W/ CONTRAST,72198,"$2,380.00"
 3502003,PF CAROTID DUPLEX DOPPLER,9388026,$262.00
 3502300,PRO FEE CT CHEST W/CONTRAST (PE STUDY),7127526,$604.00
 3502459,PF US CHEST,7660426,$79.00
 3502462,PF US ABDOMEN COMPLETE,7670026,$95.00
 3502465,PF US GALL BLADDER,7670526,$196.00
 3502471,PF US ABDOMEN LIMITED,7670526,$58.00
 3502473,PF US AORTA,7677026,$116.00
 3502474,PF US RENAL,7677026,$79.00
 3502479,PF US RENAL RT,7677026RT,$42.00
 3502481,PF US OB 2-3 TRIMESTER,7680526,$63.00
 3502482,PF US OB LIMITED,7681526,$69.00
 3502485,PF US TRANSVAGINAL,7683026,$63.00
 3502486,PF US PELVIS COMPLETE,7685626,$74.00
 3502487,PF US SCROTUM/TESTICLES,7687026,$79.00
 3502489,PF US NON-VAS EXT LIMITED RT,7688126RT,$103.00
 3502491,PF US GUID PARACENTESIS,7694226,$220.00
 3502499,PF US DUP LOWER EXT VEIN BILAT,9397026,$237.00
 3502501,PF US DUP LOWER EXT VEIN LT,9397126LT,$82.00
 3502502,PF US DUP LOWER EXT VEIN RT,9397126RT,$69.00
 3502536,PF US SOFT TISSUE MASS NON SPEC,7699926,$69.00
 3503358,PRO FEE CT HEAD/BRAIN W/O CONTRAST,7045026,$284.00
 3503359,PF CT HEAD/BRAIN W/ CONT,7046026,$268.00
 3503360,PF CT HEAD/BRAIN W/W/O CONT,7047026,$336.00
 3503362,CT ORBITS W/O CONT,7048026,$237.00
 3503373,PRO FEE CT MAXILLOFACIAL W/O CONTRAST,7048626,$284.00
 3503374,PF CT SINUS W/O CONTRAST,7048626,$284.00
 3503378,PF CT NECK SOFT TISSUE W/O CONT,7049026,$567.00
 3503379,PF CT NECK SOFT TISSUE W/ CONT,7049126,$578.00
 3503380,PF CT NECK W/W/O CONTRAST,7049226,$394.00
 3503384,PRO FEE CT CHEST W/O CONTRAST,7125026,$342.00
 3503385,PRO FEE CT ABD PELVIS W/O CONT,7417626,$578.00
 3503386,PRO FEE CT CHEST W/CONTRAST,7126026,$415.00
 3503387,PF CT  ABD PELVIS W/CONT,7417726,$603.00
 3503388,PF CT CHEST W/WO CONT,7127026,$342.00
 3503389,PRO FEE CT ABD PELVIS W/O CONT,7417626,$289.00
 3503390,PRO FEE CT ABDOMEN PELVIS W CONTRAST,7417726,$603.00
 3503392,PRO FEE CT C-SPINE W/O CONTRAST,7212526,$355.00
 3503395,PF CT T-SPINE W/O CONT,7212826,$373.00
 3503398,PRO FEE CT L-SPINE W/O CONTRAST,7213126,$331.00
 3503403,PF CT PELVIS W/O CONT,7219226,$268.00
 3503407,PF CT UPPER EXT LT W/O CONT,7320026LT,$473.00
 3503408,PF CT UPPER EXT RT W/O CONT,7320026RT,$473.00
 3503409,PF CT UPPER EXT LT W/ CONT,7320126LT,$289.00
 3503414,PF CT LOW EXT RT W/O CONT,7370026RT,$342.00
 3503415,PF CT LOW EXT LT W/O CONT,7370026LT,$342.00
 3503420,PF CT ABDOMEN W/O CONT,7415026,$288.00
 3503422,PF CT ABD/PEL W/CONTRAST,7417726,$546.00
 3503423,PF CT ABD PELVIS W & WO CONT,7417026,$583.00
 3503433,PF CT CAROTID/ CIRCLE OF WILLIS W/WO,7049626,$893.00
 3505133,PF CT LOW EXT RT W/ CONT,7370126RT,$578.00
 3505198,PF US LIVER,7670526,$79.00
 3505210,PF US OB 1ST TRIM,7680126,$74.00
 3505236,PF US GUIDE NEEDLE PLACEMNT,7694226,$55.00
 3505242,PF US THYROID,7653626,$90.00
 3505252,PFANKLE/BRACHIAL INDICES US,9392226,$163.00
 3506222,PF HIP PEDIATRIC LT PELVIS & LATERAL HIP,7354026LT,$69.00
 3506270,PFSCOLIOSIS STDY STAND AP & LAT T&L SPIN,7208026,$79.00
 3506517,PF MANDIBLE MIN 4 VIEWS,7011026,$84.00
 3506521,PF FACIAL BONES 1-2 VIEWS,7014026,$90.00
 3506522,FACIAL BONES MIN 3 VIEWS,7015026,$84.00
 3506532,PF SKULL < 4 VIEWS,7025026,$58.00
 3506540,PF TMJ OPENED/CLOSED BILAT,7033026,$84.00
 3506543,PF NECK SOFT TISSUE,7036026,$82.00
 3506551,PRO FEE CHEST 1 VIEW,7101026,$61.00
 3506552,PF CHEST INSP/EXP,7102026,$58.00
 3506553,PRO FEE CHEST 2 VIEW,7102026,$74.00
 3506558,PF CHEST 4 VIEW MIN,7103026,$90.00
 3506561,PF CHEST SPECIAL VIEWS,7103526,$80.00
 3506567,PF RIBS 2 VIEWS UNILATERAL,7110026,$74.00
 3506568,PRO FEE RIBS 3+ VIEWS LT,7110126LT,$90.00
 3506569,PF RIBS 3+ VIEWS RT,7110126RT,$63.00
 3506572,PF STERNUM MIN 2 VIEWS,7112026,$63.00
 3506578,PF CERVICAL SPINE 2-3 VIEWS,7204026,$75.00
 3506579,PF CERVICAL SPINE MIN 4 VW,7205026,$104.00
 3506582,PF THORACIC SPINE 2 VIEWS,7207026,$75.00
 3506583,PF THORACIC SPINE 3 VIEWS,7207226,$73.00
 3506586,PF SCOLIOSIS SUPINE & ERECT,7208026,$79.00
 3506587,PRO FEE LUMBAR SPINE 2 VIEWS,7210026,$75.00
 3506588,PRO FEE LUMBAR SPINE MIN 4 VIEWS,7211026,$116.00
 3506589,PF LUMBOSAC COMP W/BENDING,7211426,$110.00
 3506590,LUMBOSAC BENDNG ONLY,7212026,$69.00
 3506591,PRO FEE PELVIS 1-2 VIEWS,7217026,$58.00
 3506592,PF PELVIS 3 + VIEWS,7217026,$58.00
 3506605,PF CLAVICLE RT,7300026RT,$82.00
 3506606,PF SCAPULA LT,7301026LT,$69.00
 3506607,PF SCAPULA RT,7301026RT,$69.00
 3506608,PF SHOULDER 1 VIEW LT,7302026LT,$51.00
 3506609,PFSHOULDER 1 VIEW RT,7302026RT,$51.00
 3506613,PRO FEE SHOULDER MIN 2 VIEWS RT,7303026RT,$63.00
 3506618,PF HUMERUS MIN 2 VIEWS LT,7306026LT,$56.00
 3506619,PF HUMERUS MIN 2 VIEWS RT,7306026RT,$84.00
 3506622,PF ELBOWS 2 VIEWS LT,7307026LT,$54.00
 3506623,PF ELBOWS 2 VIEWS RT,7307026RT,$54.00
 3506626,PF ELBOW MIN 3 VIEWS LT,7308026LT,$58.00
 3506627,PF ELBOW MIN 3 VIEWS RT,7308026RT,$58.00
 3506630,PF FOREARM 2 VIEWS LT,7309026LT,$79.00
 3506631,PF FOREARM 2 VIEWS RT,7309026RT,$79.00
 3506636,PF WRIST 3 VIEWS RT,7311026RT,$58.00
 3506637,PF WRIST 2 VIEWS RT,7310026RT,$58.00
 3506642,PF WRIST 3 VIEWS LT,7311026LT,$58.00
 3506643,PF WRIST 3 VIEWS RT,7311026RT,$58.00
 3506644,PF WRIST NAVICULAR 3 VWS LT,7311026LT,$58.00
 3506645,PF WRIST NAVICULAR 3 VWS RT,7311026RT,$69.00
 3506652,PRO FEE HAND MIN 3 VIEW LT,7313026LT,$58.00
 3506653,PRO FEE HAND MIN 3 VIEW RT,7313026RT,$58.00
 3506654,PF FINGER(S) MIN 2 VIEWS LT,7314026LT,$47.00
 3506655,PF FINGER(S) MIN 2 VIEWS RT,7314026RT,$47.00
 3506656,PF HIP 1 VIEW LT,7350026LT,$82.00
 3506657,PF HIP 1 VIEW RT,7350026RT,$82.00
 3506658,PF HIP COMP LT W/PELVIS 2VIEW,7350226LT,$82.00
 3506659,PF HIP COMP RT W/PELVIS 2-3 VIEW,7350226RT,$82.00
 3506660,PF HIP BILAT WITH PELVIS,7352126,$90.00
 3506668,PF FEMUR 2 VIEWS LT,7355226LT,$74.00
 3506669,PF FEMUR 2 VIEWS RT,7355226RT,$63.00
 3506672,PF KNEE 1-2 VIEWS LT,7356026LT,$58.00
 3506673,PRO FEE KNEE 1-2 VIEWS RT,7356026RT,$58.00
 3506674,PRO FEE KNEE 3 VIEWS LT,7356226LT,$63.00
 3506675,PRO FEE KNEE 3 VIEWS RT,7356226RT,$63.00
 3506676,PF KNEE MIN 4 VIEWS LT,7356426LT,$75.00
 3506677,PF KNEE MIN 4 VIEWS RT,7356426RT,$75.00
 3506678,PF KNEES STANDING BILATERAL,7356526,$63.00
 3506681,PF TIBIA FIBULA 2 VIEWS LT,7359026LT,$74.00
 3506682,PF TIBIA FIBULA 2 VIEWS RT,7359026RT,$56.00
 3506687,PF ANKLE 2 VIEWS LT,7360026LT,$58.00
 3506688,PF ANKLE 2 VIEWS RT,7360026RT,$58.00
 3506689,PF ANKLE 1 VIEW LT,7360026LT,$37.00
 3506690,PF ANKLE 1 VIEW RT,7360026RT,$37.00
 3506691,PRO FEE ANKLE MIN 3 VIEWS LT,7361026LT,$58.00
 3506692,PRO FEE ANKLE MIN 3 VIEWS RT,7361026RT,$58.00
 3506695,PF FOOT 2 VIEWS LT,7362026LT,$51.00
 3506696,PF FOOT 2 VIEWS RT,7362026RT,$51.00
 3506699,PRO FEE FOOT COMP LT,7363026LT,$58.00
 3506700,PF FOOT COMP RT,7363026RT,$58.00
 3506701,PF CALCANEUS MIN 2 VIEWS LT,7365026LT,$58.00
 3506702,PF CALCANEUS MIN 2 VIEWS RT,7365026RT,$58.00
 3506705,PF TOE(S) MIN 2 VIEWS LT,7366026LT,$45.00
 3506706,PF TOE(S) MIN 2 VIEWS RT,7366026RT,$63.00
 3506707,PRO FEE ABDOMEN 1 VIEW,7400026,$61.00
 3506710,PRO FEE ABDOMEN 2 VIEW,7402026,$90.00
 3506711,PF ABDOMEN SERIES W/CHEST,7402226,$79.00
 3506732, PF CHOLANGIOGRAM INTRAOP,7430026,$368.00
 3506820,PF FLUROSCOPY < 1 HOUR,7600026,$163.00
 3506825,PF INFANT 1 VIEW,7601026,$42.00
 3506830,PF BONE SURVEY COMPLETE,7707526,$237.00
 3506871,PF NASAL 3+ COMPLETE,7016026,$58.00
 3506872,PF SINUSES MIN 3 VIEWS,7022026,$69.00
 3506874,PF CERVICAL SPINE COMPLETE,7205226,$121.00
 3508374,PF MRI BRAIN W/O CONTRAST,7055126,$368.00
 3508387,PF MRI C-SPINE W/O CONTRAST,7214126,$368.00
 3508389,PF MRI T-SPINE W/O CONT,7214626,$373.00
 3508395,PF MRI LUMBAR SPINE W/WO CONT,7215826,$945.00
 3508398,PF MRI PELVIS W/O CONTRAST,7219526,$294.00
 3508405,PF MRI UP EX JNT LT W/O CONT,7322126LT,$373.00
 3508406,PF MRI UP EX JNT RT W/O CONT,7322126RT,$373.00
 3508416,PF MRI LOW EX JNT LT W/O CONT,7372126LT,$373.00
 3508417,PF MRI LE RT W/O,7372126RT,$373.00
 3508418,PF MRI KNEE W/O CONT LT,7372126LT,$373.00
 3508419,PF MRI KNEE W/O CONT RT,7372126RT,$373.00
 3508436,PF MRI ABDOMEN W/O CONTRAST,7418126,$294.00
 3509120,PF MRI LUMBAR SPINE W/O CON,7214826,$788.00
 3509133,PF MRI LOW EX RT NON-JT W/O CT,7371826RT,$578.00
 3509134,PF MRI LOW EX JNT LT W/CONTRAST,7372226LT,$373.00
 3515151,PF SACRUM & COCCYX MIN 2 VW,7222026,$58.00
 3551136,PF HAND PA LAT 1 OBLQ,7313026,$58.00
 3700000,=>BLOOD BANK ORDER<=,,$0.00
 3700001,CANCEL,,$0.00
 3700002,=>PATHOLOGY ORDER<=,,$0.00
 3700003,CBC,85004,$0.00
 3700004,.UA DO NOT USE,,$0.00
 3700005,PT/PTT,,$0.00
 3700006,H&H,,$0.00
 3700007,NON-COVERED VENIPUNCTURE,,$0.00
 3700008,BB TYPE & SCREEN,86900,$0.00
 3700009,BB ABO/RH,,$0.00
 3700010,OCCULT BLOOD #2,,$67.00
 3700011,OCCULT BLOOD #3,,$0.00
 3700012,GTT 1 HOUR,,$0.00
 3700013,GTT 2 HOUR,,$0.00
 3700014,GTT 3 HOUR,,$0.00
 3700015,GTT 4 HOUR,,$0.00
 3700016,GTT 5 HOUR,,$0.00
 3700017,=>CYTOLOGY GYN ORDER<=,,$0.00
 3700018,=>CYTOLOGY NON-GYN ORDER<=,88312,$0.00
 3700019,CULTURE AEROBIC,87070,$170.00
 3700020,DNU HEPATITIS PANEL (COMPREHENSIVE),80074,$455.00
 3700021,OCCULT BLOOD #1,,$67.00
 3700022,HEP B S-ANTIBODY,86706,$210.00
 3700023,CBC(SEND OUT),85025,$252.00
 3700024,MANGANESE BLOOD,83785,$121.00
 3700026,H PYLORI AG EIA  STL,87338,$88.00
 3700028,ENDOCRINOLOGY/API,80329,$221.00
 3700029,CHEM/API,80329,$0.00
 3700030,TDM/API,80329,$221.00
 3700031,CALR Mutation Analysis,81479,$557.00
 3700041,HgbA1C send out ONLY,83036,$242.00
 3700051,LIPASE PERITONEAL FLUID,82150,$119.00
 3700100,DOT URINE DRUG TESTING,80307,$79.00
 3700101,HEPATITUS B TIER NUSD,86704,$79.00
 3700102,ALCOHOL QN - NUSD,82055,$27.00
 3700103,NON-DOT URINE DRUG TEST,80307,$27.00
 3700105,LAW ENFORCEMENT-BLOOD DRAW,G0434,$27.00
 3700106,VIBRANT AMERICA-BLOOD DRAW,G0434,$27.00
 3700110,"ACTH, PLASMA",82024,$357.00
 3700111,IGF BINDING PROTEIN -1,83519,$357.00
 3700112,STRAWBERRY IgE,86003,$357.00
 3700113,TOTAL&FREE TESTOSERONE,82040,$315.00
 3700114,TESTOSTERONE TOTAL (FEMALE),84403,$151.00
 3700229,URINE 24HR ALDOSTERONE,82088,$170.00
 3700399,NEO BILI PANEL,82247,$41.00
 3700400,NEO BILI TOTAL,82247,$265.00
 3700401,NEO BILI D,82248,$265.00
 3700402,NEO BILI IND,82248,$265.00
 3700674,"OLIGOCLONAL BANDS, CSF",83916,$175.00
 3700690,CULTURE CHLAMYDIA TRACHOMATIS,87110,$170.00
 3701332,von WILLEBRAND FACTOR Ag,85246,$170.00
 3701615,COMPLEMENT C1q,86160,$222.00
 3701700,FACTOR V (Leiden) MUTATION,81241,$170.00
 3703557,GABAPENTIN,80171,$170.00
 3704012,D-DIMER (SEND OUT ONLY),85379,$222.00
 3706421,EPSTEIN-BARR VIRUS AB PANEL,86664,$78.00
 3707020,THYROID PANEL FTI,84436,$191.00
 3707079,LUPUS ANTICOAGULANT,85613,$784.00
 3707124,LAB MISC ORDER UNK CHARG,87070,$163.00
 3707197,LYMPHOCYTE SUBSET PANEL 1,82784,$473.00
 3707903,IGG SUBCLASSES PANEL (4),82784,$473.00
 3709371,HCV RNA Genotype W/Reflex Resistance,80320,$170.00
 3710025,CKI CREATINE KINASE,82550,$93.00
 3710026,BB BLOOD ADMINISTRATION,36430,$901.00
 3710037,BASIC METABOLIC PANEL,80048,$216.00
 3710039,ELECTROLYTE PANEL,80051,$105.00
 3710040,ISE LINEARITY,,$0.00
 3710044,"VMA, METANEPHRINES, CATECHOLAMINES",84585,$170.00
 3710054,COMP METABOLIC PANEL,80053,$289.00
 3710061,LIPID PANEL (FASTING),80061,$174.00
 3710062,RENAL FUNCTION PANEL,80069,$267.00
 3710064,HEPATITIS PANEL (ACUTE),80074,$455.00
 3710065,CHEM LINEARITY,,$0.00
 3710066,CO2 LINEARITY,,$0.00
 3710067,CHOL/UA LINEARITY,,$0.00
 3710068,HDL/LDL LINEARITY,,$0.00
 3710069,ENZYME LINEARITY,,$0.00
 3710070,TP/ALB LINEARITY,,$0.00
 3710071,HEPATIC FUNCTION PANEL,80076,$193.00
 3710072,UA W O MICRO AUTO,81003,$68.00
 3710073,DRUG SCR ABUSE BLOOD,80304,$310.00
 3710079,DRUG SCR ABUSE MECONIUM,80304,$188.00
 3710080,AMM/IRON LINEARITY,,$0.00
 3710081,DRUG SCR ABUSE URINE,80305,$315.00
 3710082,DRUG SCR COMP BLOOD,80304,$213.00
 3710084,DRUG SCR COMP URINE,80304,$194.00
 3710089,DRUG SCR ABUSE UR (TEST NOT PERFORMED),,$0.00
 3710090,RETYPE BB ABO/RH,,$0.00
 3710092,ALCOHOL QL SQN,80101,$69.00
