chg_cod_ext_id,chg_desc,ref_eff_ts,row_sta_cd,table_int_id,ref_int_id,org_int_id,lst_mod_id,lst_mod_ts,compute_0010,org_nm,gl_account_id,gl_sub_acct,chg_type_int_id,cod_dtl_ds,active_dt,cod_dtl_ext_id,chg_amt_1,cpt4_ext_id,gl_stat
1040801,SUB-ACUTE SMI-PVT W/VENTS,09/12/2011 08:05:54:5,A,600,35160,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,3560,,14792,Room and Bed Charges,10/01/2012 00:00:00,0121,3200,,
1040802,SUB SEMI-PVT NON/VENTS,09/12/2011 08:05:54:5,A,600,35157,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,3560,,14792,Room and Bed Charges,10/01/2012 00:00:00,0121,2900,,
1041402,BEDHOLD NON-VENTS,09/12/2011 08:05:54:5,A,600,35149,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,3560,,14792,Room and Bed Charges,10/01/2012 00:00:00,0111,2900,,
1041501,BEDHOLD PVT VENTS,09/12/2011 08:05:54:5,A,600,35150,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,3560,,14792,Room and Bed Charges,10/01/2012 00:00:00,0111,3200,,
1042601,4E M/S ACUTE SEMI PRIVATE,09/12/2011 08:05:54:5,A,600,35146,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,3179,,14792,Room and Bed Charges,10/01/2012 00:00:00,0121,4100,,
1042701,BEDHOLD SEMI-PVT VENTS,09/12/2011 08:05:54:5,A,600,35152,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,3560,,14792,Room and Bed Charges,10/01/2012 00:00:00,0111,2900,,
1042702,BEDHOLD SEMI-PVT NON-VENTS,07/30/2012 10:13:11:243,A,600,35151,19,albert.yohannes,07/30/2012 10:13:11:243,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,3560,,14792,Room and Bed Charges,10/01/2012 00:00:00,0121,2900,,
1130377,PLASTER SPLINT LEG,08/09/2012 14:48:02:44,A,600,37313,19,albert.yohannes,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,12/08/2015 00:00:00,0271,200.1,,
1130378,FINGER SPLINT,09/12/2011 08:05:54:5,A,600,34235,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0271,48.39,,
1130386,SUTURE PKT,09/12/2011 08:05:54:5,A,600,32236,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,36.31,,
1135160,EXTRACTOR KATZ FOREIGN BODY,01/13/2014 14:53:39:177,A,600,36101,19,mbuckband,01/13/2014 14:53:39:177,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,01/01/1960 00:00:00,0272,418,,
1135162,SET PUMP INFUSION 60drps,05/04/2015 15:23:56:87,A,600,36526,19,mbuckband,05/04/2015 15:23:56:87,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,01/01/1960 00:00:00,0274,320,29580,
1135170,NEEDLE LUMBER SPROTTE 22GX4,02/06/2013 10:07:34:767,A,600,37314,19,mbuckband,02/06/2013 10:07:34:767,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4470,,14791,Charge,12/08/2015 00:00:00,0272,62.5,,
1190002,ED VISIT LEVEL 1,09/12/2011 08:05:54:5,A,600,33852,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,77.23,99281,
1190003,ED VISIT LEVEL II,09/12/2011 08:05:54:5,A,600,33936,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,566.6,99282,
1190004,ER VISIT LEVEL III,09/12/2011 08:05:54:5,A,600,33937,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,824.13,99283,
1190005,ANKLE BRACE,09/12/2011 08:05:54:5,A,600,32237,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,259.08,,
1190010,GASTRIC INTUBATION LAVAGE,09/12/2011 08:05:54:5,A,600,34175,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,231.8,43753,
1190011,EASY CAP CO2 DETECTOR,09/12/2011 08:05:54:5,A,600,33900,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0270,206.02,,
1190013,FOOT SHOE OPEN TOE,09/12/2011 08:05:54:5,A,600,34234,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0271,540.09,,
1190016,SLINGS,09/12/2011 08:05:54:5,A,600,37221,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/29/2015 00:00:00,0271,196.48,A4565,
1190019,DERMABOND SKIN,09/12/2011 08:05:54:5,A,600,34245,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,386.29,,
1190022,MORGAN LENS,09/12/2011 08:05:54:5,A,600,34242,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,132.7,,
1190030,EAR CURRETE,09/12/2011 08:05:54:5,A,600,34243,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,33.26,,
1190042,EAR DRESSING KIT,09/12/2011 08:05:54:5,A,600,34238,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,466.88,,
1190046,TURNER PIGTAIL PNEUMOTHORAX,09/12/2011 08:05:54:5,A,600,34232,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,1627.65,C1729,
1190049,INJECTION TX/DX IVP EA SEQ SAME MED,09/12/2011 08:05:54:5,A,600,37291,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,11/18/2015 00:00:00,0260,680.79,96376,
1190050,IV HYDRATION INIT 31-90 MIN,09/12/2011 08:05:54:5,A,600,37293,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,11/18/2015 00:00:00,0260,716.62,96360,
1190054,IV INFUSION HYDRATION EA  ADD HR,09/12/2011 08:05:54:5,A,600,37311,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,12/07/2015 00:00:00,0260,232.89,96361,
1190058,IV THERAPY INIT 16-90 MIN,09/12/2011 08:05:54:5,A,600,37312,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,12/07/2015 00:00:00,0260,877.87,96365,
1190062,IV INFUSION TX/DX EA ADD HR,09/12/2011 08:05:54:5,A,600,37446,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,01/06/2016 00:00:00,0260,250.81,96366,
1190066,IV THERAPY ADDL SEQ 16-90 MIN,09/12/2011 08:05:54:5,A,600,37296,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,11/18/2015 00:00:00,0260,358.3,96367,
1190070,IV INFUSION TX/DX CONCURRENT,09/12/2011 08:05:54:5,A,600,37294,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,11/18/2015 00:00:00,0260,716.62,96368,
1190074,INJ SUBQ/IM EA,09/12/2011 08:05:54:5,A,600,35071,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0260,214.99,96372,
1190078,INJECTION TX/DX IVP SINGLE/INITIAL,09/12/2011 08:05:54:5,A,600,37292,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,11/18/2015 00:00:00,0260,627.06,96374,
1190080,IMMUNIZATION ADMINISTRATION 1VACCINE,09/12/2011 08:05:54:5,A,600,36087,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,11/08/2013 00:00:00,0771,193.47,90471,
1190081,IMMUN ADM PNEUMOCOCCAL,09/12/2011 08:05:54:5,A,600,34246,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0771,58.46,G0009,
1190082,INJECTION TX/DX IVP EA ADDL SEQ NEW MED,09/12/2011 08:05:54:5,A,600,37290,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,11/18/2015 00:00:00,0260,680.79,96375,
1190085,IMMUN ADMIN VACC ADDL,09/12/2011 08:05:54:5,A,600,34229,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0771,207.3,90472,
1190086,ULISTED THERAPEUTIC PROPHYLACTIC INJECT,09/12/2011 08:05:54:5,A,600,34228,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,268.72,96379,
1190100,BALLOON 9.CM DOUBLE POSTERIOR,09/12/2011 08:05:54:5,A,600,34033,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0270,266.4,,
1190105,BALLOON 7.5CM ANTERIOR /POSTERIOR,09/12/2011 08:05:54:5,A,600,34034,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0270,187.2,,
1190110,BALLOON ANTERIOR SMALL ANATOMY,09/12/2011 08:05:54:5,A,600,34236,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,158.4,,
1190115,BALLOON ANTERIOR 5.5CM,09/12/2011 08:05:54:5,A,600,34237,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,172.8,,
1190377,BOA KIT,09/12/2011 08:05:54:5,A,600,34239,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,259.36,,
1190378,BURN PACK,09/12/2011 08:05:54:5,A,600,37232,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/29/2015 00:00:00,0271,90.94,,
1190379,PLASTIC TRAY,09/12/2011 08:05:54:5,A,600,34036,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0270,230.5,,
1190380,PELVIC TRAY,09/12/2011 08:05:54:5,A,600,34244,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,230.5,,
1190381,NASAL BLEEDER TRAY,09/12/2011 08:05:54:5,A,600,34844,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,230.5,,
1190383,OB PACK,09/12/2011 08:05:54:5,A,600,29054,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,04/24/2012 00:00:00,0272,0,,
1190384,NASAL CLIP,09/12/2011 08:05:54:5,A,600,34037,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0270,595.15,,
1190385,GASTRIC LAV KIT,09/12/2011 08:05:54:5,A,600,34038,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0270,278.9,,
1190387,NASAL TAMP X,09/12/2011 08:05:54:5,A,600,34241,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,168.7,,
1190392,ED VISIT LEVEL IV,05/11/2012 14:15:55:61,A,600,34041,19,mbuckband,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,1699.8,99284,
1190394,ED VISIT LEVEL V,09/12/2011 08:05:54:5,A,600,34042,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,2575.4,99285,
1190396,IMMOBILIZER SHOULDER,09/12/2011 08:05:54:5,A,600,34063,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,263.71,L3671,
1190397,ED CRITICAL CARE 30-74MIN,09/12/2011 08:05:54:5,A,600,34027,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,3219.27,99291,
1190398,IMMOBILIZER SHOULDER UNIVERSAL,09/12/2011 08:05:54:5,A,600,34064,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,263.71,L3671,
1190399,IMMOBILIZER KNEE UNIV,09/12/2011 08:05:54:5,A,600,34231,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,541.9,L1830,
1190411,COLLAR CERVICAL S/M/L/XL,09/12/2011 08:05:54:5,A,600,33838,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,177.7,L0120,
1190415,DISP CAUTERY,09/12/2011 08:05:54:5,A,600,34240,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0272,232.03,,
1190506,SPLINT WRIST RIGHT,09/12/2011 08:05:54:5,A,600,36283,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,04/17/2014 00:00:00,0270,251.1,,
1190528,SUPPORT SACROLUMBAR SM,09/12/2011 08:05:54:5,A,600,32248,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,279.16,,
1190532,SUPPORT SACROLUMBAR LG,09/12/2011 08:05:54:5,A,600,32249,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,279.16,,
1190535,RIB BELT MALE,09/12/2011 08:05:54:5,A,600,32250,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,254.71,,
1190538,RIB BELT FEMALE,09/12/2011 08:05:54:5,A,600,32251,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0274,254.71,,
1190550,QUIK-COMBO PADS,09/12/2011 08:05:54:5,A,600,34247,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0271,583.1,,
1191001,MINIMAL ED PROCEDURE,09/12/2011 08:05:54:5,A,600,34028,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,859.94,,
1191002,LIM ED PROCEDURE,09/12/2011 08:05:54:5,A,600,34029,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,1146.61,,
1191003,MODERATE ED PROCEDURE,09/12/2011 08:05:54:5,A,600,34030,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,1433.26,,
1191004,EXTENSIVE ED PROCEDURE,09/12/2011 08:05:54:5,A,600,34031,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,1612.41,,
1191005,COMPREHENSIVE ED PROCEDURE,09/12/2011 08:05:54:5,A,600,34032,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,10/01/2012 00:00:00,0450,1791.58,,
1195201,MISC,09/12/2011 08:05:54:5,A,600,57,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4010,,14791,Charge,08/01/2011 00:00:00,0272,0,,
1310002,ORGAN HARVEST PER HOUR,09/12/2011 08:05:54:5,A,600,32238,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4420,,14791,Charge,10/01/2012 00:00:00,0360,1791.58,,
1310012,LACRIMAL INTUBATION SET W/SUTURE,09/12/2011 08:05:54:5,A,600,32245,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4420,,14791,Charge,10/01/2012 00:00:00,0272,1504.04,,
1310015,PLATE MANDIBULAR,09/12/2011 08:05:54:5,A,600,29077,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4420,,14791,Charge,04/24/2012 00:00:00,0278,0,C1713,
1310016,MITEK GII INSERTER,09/12/2011 08:05:54:5,A,600,32246,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4420,,14791,Charge,10/01/2012 00:00:00,0272,933.6,,
1310017,LAM FLOW,09/12/2011 08:05:54:5,A,600,32247,19,CNV_charge_master,09/12/2011 08:05:54:5,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA HOSPITAL MEDICAL CENTER,4420,,14791,Charge,10/01/2012 00:00:00,0272,315.26,,
